t  nC  #SvFver_62_tbl
	0.0	12.0
	1.0	33.0
	2.0	12.0
	3.0	48.0
	4.0	71.0
	5.0	28.000000000000004
	6.0	120.0
	7.0	136.0
	8.0	157.0
	9.0	114.0
	10.0	197.0
	11.0	212.0
	12.0	387.0
	13.0	267.0
	14.0	595.0
	15.0	448.00000000000006
	16.0	434.0
	17.0	536.0
	18.0	591.0
	19.0	697.0
	20.0	660.0
	21.0	857.0
	22.0	1124.0
	23.0	1030.0
	24.0	1306.0
	25.0	1461.0
	26.0	1489.0
	27.0	1774.0
	28.0	1370.0
	29.0	1959.0
	30.0	2649.0
	31.0	3570.0
	32.0	2026.0
	33.0	3083.0
	34.0	2548.0
	35.0	1959.0
	36.0	2957.0
	37.0	2612.0
	38.0	2971.0
	39.0	2871.0
	40.0	3075.0
	41.0	2220.0
	42.0	3093.0
	43.0	3561.0000000000005
	44.0	5358.0
	45.0	5948.0
	46.0	5795.0
	47.0	5714.0
	48.0	5858.0
	49.0	6703.0
	50.0	5846.0
	51.0	5667.0
	52.0	5551.0
	53.0	6169.0
	54.0	5392.0
	55.0	4703.0
	56.0	4712.0
	57.0	4748.0
	58.0	3505.0
	59.0	3855.0
	60.0	3238.0
	61.0	3545.0
	62.0	2699.0
	63.0	2913.0
	64.0	2998.0
	65.0	3190.0
	66.0	2516.0
	67.0	2560.0
	68.0	2830.0
	69.0	2140.0
	70.0	2054.0
	71.0	2332.0
	72.0	2367.0
	73.0	2595.0
	74.0	2297.0
	75.0	2286.0
	76.0	1842.0
	77.0	1998.0
	78.0	1855.0
	79.0	1991.9999999999998
	80.0	1956.0000000000002
	81.0	2001.0
	82.0	1572.0
	83.0	1195.0
	84.0	1436.0
	85.0	1714.0
	86.0	1493.0
	87.0	1477.0
	88.0	1359.0
	89.0	1416.0
	90.0	1065.0
	91.0	1040.0
	92.0	1136.0
	93.0	1057.0
	94.0	968.0000000000001
	95.0	1046.0
	96.0	1081.0
	97.0	810.9999999999999
	98.0	885.0000000000001
	99.0	813.0000000000001
	100.0	750.0
	101.0	717.0
	102.0	782.0
	103.0	745.0
	104.0	611.0
	105.0	662.0
	106.0	659.0
	107.0	680.0
	108.0	650.0
	109.0	685.0
	110.0	629.0
	111.0	621.0
	112.0	568.0
	113.0	637.0
	114.0	678.0
	115.0	679.0
	116.0	672.0
	117.0	613.0
	118.0	628.0
	119.0	531.0
	120.0	575.0
	121.0	578.0
	122.0	591.0
	123.0	578.0
	124.0	602.0
	125.0	638.0
	126.0	608.0
	127.0	645.0
	128.0	648.0
	129.0	683.0
	130.0	694.0
	131.0	674.0
	132.0	671.0
	133.0	678.0
	134.0	695.0
	135.0	690.0
	136.0	664.0
	137.0	693.0
	138.0	691.0
	139.0	687.0
	140.0	684.0
	141.0	686.0
	142.0	691.0
	143.0	689.0
	144.0	694.0
	145.0	694.0
	146.0	689.0
	147.0	692.0
	148.0	688.0
	149.0	695.0
	150.0	688.0
	151.0	690.0
	152.0	693.0
	153.0	691.0
	154.0	688.0
	155.0	690.0
	156.0	687.0
	157.0	611.0
	158.0	625.0
	159.0	681.0
	160.0	640.0
	161.0	637.0
	162.0	654.0
	163.0	677.0
	164.0	695.0
	165.0	685.0
	166.0	641.0
	167.0	625.0
	168.0	690.0
	169.0	692.0
	170.0	671.0
	171.0	620.0
	172.0	690.0
	173.0	695.0
	174.0	642.0
	175.0	695.0
	176.0	698.0
	177.0	670.0
	178.0	650.0
	179.0	696.0
	180.0	730.0
	181.0	750.0
	182.0	730.0
	183.0	805.0
	184.0	835.0000000000001
	185.0	860.0
	186.0	914.9999999999999
	187.0	980.0
	188.0	970.0
	189.0	1050.0
	190.0	1560.0
	191.0	1792.0000000000002
	192.0	2016.0000000000002
	193.0	2217.0
	194.0	2300.0
	195.0	2308.0
	196.0	2424.0
	197.0	2704.0
	198.0	2884.0
	199.0	3327.0
	200.0	3537.0
	201.0	4082.0
	202.0	3229.0
	203.0	3323.0
	204.0	3701.0
	205.0	4105.0
	206.0	4501.0
	207.0	4395.0
	208.0	4618.0
	209.0	4573.0
	210.0	3941.9999999999995
	211.0	5049.0
	212.0	4648.0
	213.0	4610.0
	214.0	5376.0
	215.0	4999.0
	216.0	4389.0
	217.0	4413.0
	218.0	5478.0
	219.0	4453.0
	220.0	4455.0
	221.0	5224.0
	222.0	4312.0
	223.0	3670.0
	224.0	4906.0
	225.0	5268.0
	226.0	4952.0
	227.0	5261.0
	228.0	4796.0
	229.0	5150.0
	230.0	5826.0
	231.0	5255.0
	232.0	6253.0
	233.0	5829.0
	234.0	5751.0
	235.0	6897.0
	236.0	5902.0
	237.0	4477.0
	238.0	5997.0
	239.0	5974.0
	240.0	6427.0
	241.0	6271.0
	242.0	6360.0
	243.0	5882.0
	244.0	4174.0
	245.0	6438.0
	246.0	6902.0
	247.0	7168.000000000001
	248.0	6575.000000000001
	249.0	6865.999999999999
	250.0	5838.0
	251.0	4685.0
	252.0	6075.0
	253.0	7918.0
	254.0	7319.999999999999
	255.0	6798.000000000001
	256.0	6511.0
	257.0	6524.0
	258.0	5191.0
	259.0	7750.0
	260.0	6868.0
	261.0	7992.999999999999
	262.0	7512.0
	263.0	7279.0
	264.0	5232.0
	265.0	5145.0
	266.0	6730.0
	267.0	7214.999999999999
	268.0	6621.999999999999
	269.0	6425.0
	270.0	5874.0
	271.0	5418.0
	272.0	5028.0
	273.0	6711.0
	274.0	6937.000000000001
	275.0	6459.0
	276.0	7263.0
	277.0	7797.0
	278.0	7234.0
	279.0	5652.0
	280.0	8203.0
	281.0	7315.0
	282.0	7479.999999999999
	283.0	6620.0
	284.0	6253.0
	285.0	5641.0
	286.0	5105.0
	287.0	6566.0
	288.0	5907.0
	289.0	5452.0
	290.0	3851.0000000000005
	291.0	3591.0
	292.0	4842.0
	293.0	5142.0
	294.0	4871.0
	295.0	5027.0
	296.0	4900.0
	297.0	4216.0
	298.0	4646.0
	299.0	5001.0
	300.0	4320.0
	301.0	5893.0
	302.0	5534.0
	303.0	4674.0
	304.0	4012.0
	305.0	3678.9999999999995
	306.0	3115.0
	307.0	2452.0
	308.0	3458.0000000000005
	309.0	3037.0
	310.0	2668.0
	311.0	3069.0
	312.0	2382.0
	313.0	2317.0
	314.0	1837.0
	315.0	2897.0
	316.0	2799.0
	317.0	2430.0
	318.0	2284.0
	319.0	2037.0000000000002
	320.0	1701.0
	321.0	1545.0
	322.0	2095.0
	323.0	2031.9999999999998
	324.0	2214.0
	325.0	2028.0
	326.0	1728.0000000000002
	327.0	1584.0
	328.0	1441.0
	329.0	2040.0
	330.0	2139.0
	331.0	1963.0
	332.0	1559.0
	333.0	1818.0
	334.0	1409.0
	335.0	1282.0
	336.0	1949.9999999999998
	337.0	1971.9999999999998
