t	nC	#SvFver_62_tbl
0.0	 0.03801824640697224
1.0	 0.04689204844591007
2.0	 0.05802869369573675
3.0	 0.07195973255847909
4.0	 0.08434848343214353
5.0	 0.09531297593864946
6.0	  0.1074465810183482
7.0	  0.1238792181731178
8.0	    0.14554784284799
9.0	   0.170850867099107
10.0	  0.1974172054115182
11.0	  0.2246950426480589
12.0	   0.255068626950319
13.0	  0.2911083830415883
14.0	  0.3337045561427703
15.0	  0.3817342836890389
16.0	  0.4337917261452169
17.0	  0.4899026124239322
18.0	  0.5517002917115614
19.0	  0.6210904122746288
20.0	   0.698847953346018
21.0	  0.7844405644161904
22.0	  0.8770695277997604
23.0	  0.9767782909796769
24.0	   1.084571780983443
25.0	   1.201595202566177
26.0	   1.328260696716295
27.0	   1.464116392394735
28.0	   1.608435393568477
29.0	    1.76085338455364
30.0	   1.921458516095232
31.0	   2.090340794922132
32.0	   2.267093968356919
33.0	    2.45071263310278
34.0	   2.639887243644116
35.0	   2.838854171428002
36.0	   3.042068786080377
37.0	   3.247844307806185
38.0	   3.454501737172967
39.0	   3.667379585317744
40.0	   3.886337230156319
41.0	   4.100196426496857
42.0	   4.306084118671102
43.0	   4.500940794711631
44.0	    4.68727893964568
45.0	   4.856077346029937
46.0	   5.003564400358064
47.0	   5.126452826164062
48.0	    5.21348038493541
49.0	   5.257551319486272
50.0	   5.271371582316963
51.0	   5.254672451738531
52.0	   5.208072362093843
53.0	   5.123764953961436
54.0	   5.009858654711246
55.0	   4.874485854585053
56.0	   4.721423435740412
57.0	   4.554644178707262
58.0	   4.378142660747042
59.0	   4.195766546302173
60.0	    4.01104792682011
61.0	   3.827061477549059
62.0	   3.646337014875037
63.0	   3.470842482709541
64.0	   3.302024132309731
65.0	   3.140877921830307
66.0	   2.988023550629633
67.0	   2.843771125486585
68.0	   2.708178998766654
69.0	   2.581104889956928
70.0	   2.462252567885793
71.0	    2.35121582813004
72.0	   2.247520835263975
73.0	   2.150664081900942
74.0	   2.060141552899288
75.0	   1.975466297614842
76.0	   1.896175291036357
77.0	   1.821830228251708
