t x1 y1 z1 xNoisy1 yNoisy1 zNoisy1 vx1 vy1 vz1 vxNoisy1 vyNoisy1 vzNoisy1 x2 y2 z2 xNoisy2 yNoisy2 zNoisy2 vx2 vy2 vz2 vxNoisy2 vyNoisy2 vzNoisy2 x3 y3 z3 xNoisy3 yNoisy3 zNoisy3 vx3 vy3 vz3 vxNoisy3 vyNoisy3 vzNoisy3 # Masses: m1=1.0, m2=0.9, m3=0.8, normErrC=0.05, normErrV=0.05
0.00000000 -1.00000000 0.00000000 0.00000000 -1.01892521 0.01873735 -0.01075131 0.00000000 0.50000000 0.00000000 -0.00424782 0.49601826 -0.01208805 1.00000000 0.00000000 -1.00000000 1.02112529 -0.03786477 -1.01860949 0.00000000 -0.40000000 0.00000000 -0.01744887 -0.43181867 0.01285941 0.00000000 1.50000000 1.00000000 0.01587278 1.53429016 1.01030228 0.60000000 0.00000000 0.00000000 0.60203142 -0.02478247 0.00067510
0.10000000 -0.99872770 0.05066754 0.00005571 -1.02645088 0.08048592 -0.02753540 0.02555397 0.51317795 0.00113139 0.03254235 0.53703760 0.03515595 0.99890478 -0.03967643 -0.99914292 1.04123109 -0.02423555 -0.99259855 -0.02186314 -0.39336558 0.01714290 -0.04233319 -0.43217485 0.02497449 0.05964175 1.49880156 0.99896614 0.07876943 1.50026180 0.97597920 0.59265357 -0.02393617 -0.02069999 0.58428797 0.01911604 -0.01103108
0.20000000 -0.99486747 0.10260102 0.00022993 -1.01390438 0.12531204 -0.03833082 0.05176103 0.52531737 0.00237276 0.03619597 0.53549802 -0.03423359 0.99563571 -0.07864026 -0.99657094 0.99807137 -0.09147598 -0.96366447 -0.04347569 -0.38574411 0.03430009 -0.01908405 -0.41715368 0.04670553 0.11849417 1.49521901 0.99585490 0.08697854 1.48286239 0.98724991 0.58420887 -0.04768459 -0.04155355 0.55920929 -0.02501478 -0.04680928
0.30000000 -0.98835335 0.15569620 0.00053441 -1.01515141 0.16688371 0.00976858 0.07863327 0.53641148 0.00373903 0.11041164 0.56326283 0.01712960 0.99021825 -0.11679165 -0.99228196 1.00422279 -0.12846749 -0.99506049 -0.06482932 -0.37711386 0.05148550 -0.07305677 -0.36720836 0.04895720 0.17644616 1.48927035 0.99064918 0.21650151 1.49114695 1.00846690 0.57464140 -0.07126126 -0.06259497 0.56426849 -0.08351592 -0.09044318
0.40000000 -0.97911803 0.20984804 0.00098248 -1.01540706 0.17811278 -0.00637473 0.10618734 0.54644871 0.00524698 0.10365557 0.52867847 0.02970586 0.98267890 -0.15402850 -0.98627244 1.00867063 -0.17351879 -0.96244215 -0.08591174 -0.36744893 0.06871302 -0.11769224 -0.36336240 0.03570597 0.23338377 1.48097201 0.98332839 0.23099390 1.50753852 0.99500303 0.56391653 -0.09468084 -0.08386087 0.59092101 -0.07365856 -0.05353812
0.50000000 -0.96709225 0.26495019 0.00158918 -0.92375876 0.25938405 0.01963989 0.13444504 0.55541227 0.00691551 0.15156688 0.51874276 0.01690279 0.97304552 -0.19024598 -0.97853747 0.95865080 -0.23248265 -0.97430356 -0.10670638 -0.35671924 0.08599654 -0.14065108 -0.38027865 0.09003779 0.28918910 1.47033900 0.97386817 0.33077146 1.48346207 0.97856168 0.55198838 -0.11795619 -0.10539049 0.58254912 -0.14492306 -0.10997602
0.60000000 -0.95220489 0.32089448 0.00237150 -0.97469947 0.29242775 0.02336412 0.16343089 0.56328098 0.00876532 0.15040109 0.53600138 -0.02510720 0.96134767 -0.22533609 -0.96907082 0.96985309 -0.24164240 -0.94644420 -0.12719209 -0.34489161 0.10334914 -0.10012594 -0.33418501 0.12699888 0.34373998 1.45738500 0.96224029 0.36692323 1.45869674 0.93979149 0.53880249 -0.14109817 -0.12722442 0.53869990 -0.12419667 -0.16484635
0.70000000 -0.93438134 0.37756970 0.00334883 -0.89644974 0.38432171 0.01165145 0.19317649 0.57002667 0.01081971 0.17140245 0.58448042 -0.00921417 0.94761777 -0.25918692 -0.95786490 0.92658091 -0.23624198 -0.97350851 -0.14734223 -0.33192848 0.12078411 -0.14302270 -0.30685801 0.14626317 0.39690669 1.44212316 0.94841198 0.36240143 1.46178309 0.95788938 0.52428939 -0.16411379 -0.14940677 0.50520167 -0.11830203 -0.14492810
0.80000000 -0.91354321 0.43486134 0.00454307 -0.88343865 0.46062655 0.03097743 0.22372150 0.57561365 0.01310479 0.23920448 0.54604854 0.03618740 0.93189131 -0.29168256 -0.94491077 0.89746370 -0.29717057 -0.91305681 -0.16712451 -0.31778767 0.13831519 -0.16470953 -0.28077727 0.15625579 0.44855130 1.42456620 0.93234578 0.41925550 1.43769236 0.95694637 0.50836320 -0.18700593 -0.17198558 0.52538746 -0.15046465 -0.15238952
0.90000000 -0.88960832 0.49265164 0.00597867 -0.88169204 0.47572643 -0.02923080 0.25511355 0.57999877 0.01564943 0.21740433 0.59870939 0.03000671 0.91420682 -0.32270310 -0.93019813 0.93436712 -0.32048809 -0.91822980 -0.18650099 -0.30242235 0.15595654 -0.20321887 -0.32599500 0.12594605 0.49852772 1.40472644 0.91399956 0.52725230 1.41308057 0.94713636 0.49092168 -0.20977331 -0.19501290 0.50703321 -0.23165897 -0.21526588
