X  Y  bW  tW  waterNi  nW  #SvFver_62_tbl
	102.36968388071506	-58.375238170822996	19.0	1995.0	0.5	0.0
	104.30115413968188	-56.430844120443524	18.0	1995.0	0.1	1.0
	56.72367101407596	-28.19419686572715	11.0	1992.0	2.2	2.0
	56.72367101407596	-28.19419686572715	11.0	1993.0	4.7	3.0
	56.72367101407596	-28.19419686572715	11.0	1995.0	1.5	4.0
	56.72367101407596	-28.19419686572715	11.0	2000.0	1.6	5.0
	56.72367101407596	-28.19419686572715	11.0	2005.0	0.3	6.0
	56.72367101407596	-28.19419686572715	11.0	2009.0	1.9	7.0
	56.72367101407596	-28.19419686572715	11.0	2014.0	1.52	8.0
	56.72367101407596	-28.19419686572715	11.0	2018.0	1.0	9.0
	43.5386464071251	5.049536496454365	5.0	1990.0	2.0	10.0
	43.5386464071251	5.049536496454365	5.0	1995.0	4.4	11.0
	43.5386464071251	5.049536496454365	5.0	2000.0	3.0	12.0
	43.5386464071251	5.049536496454365	5.0	2002.0	2.9	13.0
	43.5386464071251	5.049536496454365	5.0	2005.0	3.0	14.0
	43.5386464071251	5.049536496454365	5.0	2009.0	3.5	15.0
	43.5386464071251	5.049536496454365	5.0	2014.0	2.6	16.0
	43.5386464071251	5.049536496454365	5.0	2018.0	2.545683311046807	17.0
	25.910069862948433	4.794206997877026	6.0	1992.0	0.6	18.0
	25.910069862948433	4.794206997877026	6.0	1993.0	6.4	19.0
	25.910069862948433	4.794206997877026	6.0	1995.0	5.2	20.0
	25.910069862948433	4.794206997877026	6.0	2000.0	4.5	21.0
	25.910069862948433	4.794206997877026	6.0	2005.0	4.7	22.0
	25.910069862948433	4.794206997877026	6.0	2009.0	10.0	23.0
	25.910069862948433	4.794206997877026	6.0	2014.0	6.16	24.0
	25.910069862948433	4.794206997877026	6.0	2018.0	7.443429380827842	25.0
	21.941104404833055	10.339885326806453	2.0	1990.0	5.0	26.0
	21.941104404833055	10.339885326806453	2.0	1995.0	5.7	27.0
	21.941104404833055	10.339885326806453	2.0	2000.0	4.4	28.0
	21.941104404833055	10.339885326806453	2.0	2005.0	4.7	29.0
	21.941104404833055	10.339885326806453	2.0	2009.0	7.0	30.0
	21.941104404833055	10.339885326806453	2.0	2010.0	6.4	31.0
	21.941104404833055	10.339885326806453	2.0	2014.0	5.88	32.0
	21.941104404833055	10.339885326806453	2.0	2018.0	5.412157495837241	33.0
	16.65136279885787	21.467558313444002	0.0	1990.0	6.0	34.0
	16.65136279885787	21.467558313444002	0.0	1992.0	9.0	35.0
	16.65136279885787	21.467558313444002	0.0	1995.0	9.9	36.0
	16.65136279885787	21.467558313444002	0.0	2000.0	5.5	37.0
	16.65136279885787	21.467558313444002	0.0	2004.0	7.3	38.0
	16.65136279885787	21.467558313444002	0.0	2010.0	10.0	39.0
	16.65136279885787	21.467558313444002	0.0	2014.0	8.64	40.0
	16.65136279885787	21.467558313444002	0.0	2018.0	7.888744296017704	41.0
	8.273464231019663	6.530179671751313	4.0	1995.0	52.0	42.0
	8.273464231019663	6.530179671751313	4.0	2000.0	60.0	43.0
	8.273464231019663	6.530179671751313	4.0	2005.0	54.0	44.0
	8.273464231019663	6.530179671751313	4.0	2009.0	74.0	45.0
	8.273464231019663	6.530179671751313	4.0	2014.0	78.9	46.0
	8.273464231019663	6.530179671751313	4.0	2018.0	63.31176354312068	47.0
	6.979338438350312	2.802676494696499	8.0	1995.0	65.0	48.0
	6.979338438350312	2.802676494696499	8.0	2000.0	31.0	49.0
	6.979338438350312	2.802676494696499	8.0	2005.0	54.0	50.0
	6.979338438350312	2.802676494696499	8.0	2009.0	63.0	51.0
	6.979338438350312	2.802676494696499	8.0	2014.0	72.2	52.0
	6.979338438350312	2.802676494696499	8.0	2018.0	64.56578612356738	53.0
	-6.476819829161038	2.834777963540702	9.0	1995.0	33.0	54.0
	-6.476819829161038	2.834777963540702	9.0	2018.0	70.26449907664389	55.0
	-14.54067232632989	10.283453321776292	3.0	1989.0	16.2	56.0
	-14.54067232632989	10.283453321776292	3.0	1990.0	14.0	57.0
	-14.54067232632989	10.283453321776292	3.0	1995.0	18.3	58.0
	-14.54067232632989	10.283453321776292	3.0	2000.0	13.0	59.0
	-14.54067232632989	10.283453321776292	3.0	2003.0	18.5	60.0
	-14.54067232632989	10.283453321776292	3.0	2003.0	21.0	61.0
	-14.54067232632989	10.283453321776292	3.0	2004.0	27.8	62.0
	-14.54067232632989	10.283453321776292	3.0	2005.0	27.4	63.0
	-14.54067232632989	10.283453321776292	3.0	2005.0	22.5	64.0
	-14.54067232632989	10.283453321776292	3.0	2007.0	27.0	65.0
	-14.54067232632989	10.283453321776292	3.0	2007.0	33.0	66.0
	-14.54067232632989	10.283453321776292	3.0	2008.0	40.0	67.0
	-14.54067232632989	10.283453321776292	3.0	2009.0	34.0	68.0
	-14.54067232632989	10.283453321776292	3.0	2009.0	39.0	69.0
	-14.54067232632989	10.283453321776292	3.0	2010.0	35.0	70.0
	-14.54067232632989	10.283453321776292	3.0	2011.0	35.0	71.0
	-14.54067232632989	10.283453321776292	3.0	2012.0	31.0	72.0
	-14.54067232632989	10.283453321776292	3.0	2013.0	27.0	73.0
	-14.54067232632989	10.283453321776292	3.0	2014.0	35.6	74.0
	-14.54067232632989	10.283453321776292	3.0	2014.0	28.0	75.0
	-14.54067232632989	10.283453321776292	3.0	2015.0	37.0	76.0
	-14.54067232632989	10.283453321776292	3.0	2018.0	39.25000788563396	77.0
	-33.82230353838826	-17.449623467690856	10.0	1989.0	3.7	78.0
